Chain,Landscape,[11],[12],[13],[14],[22],[23],[24],[33],[34],[44],[1],[1][1],[1][2],[1][3],[1][4],[2],[2][1],[2][2],[2][3],[2][4],[3],[3][1],[3][2],[3][3],[3][4],[4],[4][1],[4][2],[4][3],[4][4]
5jdf_A,393,0.006205915050000187,0.004717390199999996,0.0041334222499999585,0.003228024,0.005704480950000103,0.003749471749999943,0.003211695749999971,0.005678436000000068,0.0020279684999999956,0.0055597037000000545,0.0,-0.0031029575250034035,-0.32247040652501396,-0.41732219145000077,-0.4228392871999948,0.0,0.3177530163250055,-0.002852240474994687,-0.1268174193000064,-0.2383594042500092,0.0,0.4131887691999974,0.1230679475500043,-0.002839217999997756,-0.12257323880000352,0.0,0.4196112631999951,0.23514770849999586,0.12054527030001144,-0.0027798518500058112
5je7_B,394,0.00612465850000018,0.0052636548499999805,0.005073195550000031,0.004950765099999976,0.0058191476000001635,0.005110098399999941,0.0051254987499999745,0.005729979000000179,0.005237428050000042,0.005651806900000129,0.0,-0.0030623292499881833,-0.1576578057000058,-0.7825953167499995,-0.7783292139500186,0.0,0.15239415084999947,-0.0029095737999725426,-0.6414941981500003,-0.6590412764499922,0.0,0.7775221212000064,0.6363840997500065,-0.002864989499997152,-0.030273720549996865,0.0,0.7733784488500057,0.6539157777000144,0.02503629249999864,-0.0028259034499917013
5jeh_B,395,0.006095832450000177,0.0053354965999999875,0.005021938149999973,0.004828689499999945,0.005775573300000162,0.005133875350000021,0.005070745800000042,0.005658936850000156,0.005090648200000058,0.005606658400000153,0.0,-0.00304791622500642,-0.04834236880000428,-0.40320842292501047,-0.5435621074999993,0.0,0.043006872200006666,-0.0028877866500280195,-0.3931119471750072,-0.558479038050019,0.0,0.39818648477501695,0.38797807182500044,-0.0028294684250057536,-0.20748171360000478,0.0,0.5387334179999994,0.5534082922500078,0.2023910653999937,-0.0028033291999917495
5jes_B,396,0.00604980260000019,0.005417112650000016,0.005097799900000057,0.005001568800000002,0.005817326350000152,0.005088110699999979,0.0051103293999999536,0.0056669225500001474,0.005184333050000083,0.005647043400000125,0.0,-0.003024901300011642,-0.06452097907497997,-0.5403079821249979,-0.6242342225500025,0.0,0.059103866424991894,-0.0029086631749993485,-0.47809117692500613,-0.5837146403500039,0.0,0.5352101822249876,0.473003066225005,-0.0028334612750115164,-0.11914375669999029,0.0,0.6192326537499828,0.5786043109500084,0.11395942365001122,-0.0028235216999907354
5jgs_B,397,0.006098024000000197,0.005306436100000007,0.00504782639999999,0.004938314899999961,0.0057933299500001504,0.005135499950000022,0.005128091650000019,0.0057626657000001535,0.005139335800000046,0.005692537600000153,0.0,-0.0030490119999827233,-0.11722568872498133,-0.6465663581500001,-0.7616577410499782,0.0,0.11191925262500717,-0.0028966649749867035,-0.5310442279999988,-0.6653401427000052,0.0,0.6415185317499998,0.5259087280499983,-0.002881332849999982,-0.1560516787499969,0.0,0.7567194261500119,0.6602120510499815,0.1509123429500024,-0.0028462688000029557
5jir_A,398,0.7229428914500013,-0.000598972900000144,0.00013935594999989385,0.00040569424999991813,0.00617581675000019,0.004191837050000096,0.004165136450000131,0.005775584750000165,0.004209943150000064,0.005644036700000095,0.0,-0.36147144572498274,-5.046539973525018,-3.7933272329249945,-3.4210898454999974,0.0,5.047138946425004,-0.0030879083749982177,-0.6155630491750146,-0.7709491110000101,0.0,3.7931878769750056,0.6113712121250149,-0.0028877923750058715,-0.21842306229998754,0.0,3.4206841512499824,0.766783974550001,0.21421311915000701,-0.002822018349987058
5jn3_A,399,0.0062212197000001985,0.005269429999999973,0.005146586749999985,0.0050386008500000285,0.005877939350000188,0.005104208249999984,0.005011337750000011,0.00565874330000014,0.0050648902000000355,0.00563159375000013,0.0,-0.00311060984999381,0.028096950524993405,-0.3601067403500103,-0.6665921369249893,0.0,-0.033366380524991454,-0.0029389696750113507,-0.39486404615000115,-0.732670989775,0.0,0.35496015359998956,0.3897598378999962,-0.002829371649991463,-0.3753445428250044,0.0,0.6615535360750007,0.7276596520249895,0.3702796526249874,-0.0028157968750022184
5jn8_A,400,0.005959813850000137,0.0053496930500001,0.005232594300000108,0.004934184500000035,0.005707424650000158,0.005333630300000096,0.005053461100000029,0.0056318089500001405,0.004950070900000027,0.005588979350000121,0.0,-0.0029799069249753585,-0.6316445965249917,-0.7674639980249927,-1.056947110775013,0.0,0.6262949034749873,-0.0028537123250088475,-0.16371201082501202,-0.5188256541250239,0.0,0.7622314037249914,0.15837838052499134,-0.0028159044750136926,-0.34563881562500987,0.0,1.0520129262750273,0.5137721930250067,0.3406887447250108,-0.0027944896750033577
5jna_A,401,0.005942538900000174,0.005382074050000113,0.005250118350000127,0.004927105850000096,0.005709337200000163,0.005327114250000079,0.005053878850000066,0.0056140024500001395,0.004977934350000072,0.005526084650000112,0.0,-0.0029712694499956687,-0.6849083606500022,-0.5939594011749858,-1.0497043981249987,0.0,0.679526286599986,-0.0028546685999968984,0.08290011492499708,-0.46638496537498014,0.0,0.5887092828250111,-0.08822722917500463,-0.0028070012249981225,-0.5288034638250042,0.0,1.0447772922749998,0.4613310865249938,0.5238255294749962,-0.0027630423250132935
5jnc_A,402,0.005984354200000166,0.0054100864000001005,0.005376074150000126,0.005137229550000103,0.005752838700000152,0.005367920850000052,0.005193583050000057,0.00566137710000014,0.005174066100000051,0.005618273250000126,0.0,-0.0029921770999976065,-0.6094377403000046,-0.5646782773999881,-0.8464033299749888,0.0,0.6040276538999984,-0.0028764193499921224,0.031135617150010595,-0.3064392414750105,0.0,0.5593022032500018,-0.03650353799999748,-0.0028306885499915085,-0.31216842562500974,0.0,0.8412661004249921,0.3012456584250113,0.30699435952498755,-0.002809136624998055
5jpq_e,403,0.0058616813500001605,0.004920900800000105,0.004770993700000054,0.00413573175000004,0.005845477900000185,0.004205958300000122,0.0035271326500000383,0.005591709350000113,0.003630994100000042,0.005568683000000134,0.0,-0.002930840675016453,-0.27393618809999415,-0.6671650700249941,-0.940741484499988,0.0,0.26901528729998103,-0.0029227389499968037,-0.4027842419749948,-0.7068183166500024,0.0,0.6623940763249788,0.39857828367499143,-0.002795854675013027,-0.40889338835001493,0.0,0.936605752749994,0.7032911840000108,0.4052623942500139,-0.0027843414999931615
5ku6_A,404,0.005972460100000134,0.0053374438500000876,0.005308397050000105,0.004861674950000049,0.005734059500000162,0.005381103150000074,0.005009633050000043,0.005640215850000135,0.004943548850000061,0.005582483250000135,0.0,-0.00298623004998182,-0.7303754271499636,-0.584597688125001,-1.000100857474984,0.0,0.72503798330001,-0.0028670297500065227,0.11936303762499223,-0.3861054097250031,0.0,0.5792892910750068,-0.12474414077500023,-0.002820107924996618,-0.46284368677499393,0.0,0.9952391825249908,0.3810957766750053,0.4579001379249888,-0.0027912416250009354
5kzk_A,405,0.005537040000000119,0.004487975700000067,0.004242570599999987,0.004261839300000029,0.005374537900000072,0.004757438199999984,0.004795195400000013,0.0052077538500000875,0.004698085849999957,0.00509136950000004,0.0,-0.0027685199999800477,-0.2640263107999939,-0.19002506092498855,-0.24290941324998952,0.0,0.2595383350999812,-0.0026872689500101994,0.05734151562498013,-0.003308299400004013,0.0,0.18578249032500566,-0.062098953825006326,-0.0026038769249969456,-0.05947956854999836,0.0,0.23864757394999092,-0.0014868960000062666,0.054781482699997525,-0.0025456847500073447
5l0z_A,406,0.006996533500000149,0.004201221300000136,0.00443760665000002,0.004081143150000113,0.0055488858500001344,0.0042980677000000805,0.003953974800000135,0.005462453250000106,0.004189587050000061,0.005286268850000103,0.0,-0.003498266749999126,-0.14938523682499202,-0.31268762637498465,-0.33418632042500446,0.0,0.14518401552500582,-0.0027744429249979712,-0.15083235347500137,-0.19743531872501102,0.0,0.3082500197250008,0.1465342857750088,-0.002731226624999228,-0.05668505167499055,0.0,0.33010517727498906,0.19348134392500208,0.05249546462500258,-0.0026431344249930448
5l6k_A,407,0.006320771650000144,0.005674322600000166,0.004901675199999979,0.004755774949999985,0.006031158950000206,0.004920820349999928,0.004831298199999962,0.005683248550000159,0.0049638712500001195,0.0056646591500001415,0.0,-0.0031603858250029786,0.20747383927502014,-0.7444076891749886,-0.7342618467249988,0.0,-0.2131481618749907,-0.003015579475001644,-0.8731758691249885,-0.8435999052250005,0.0,0.7395060139750063,0.8682550487750059,-0.0028416242750004986,-0.02487526732499054,0.0,0.729506071774997,0.8387686070250236,0.019911396074999883,-0.002832329574993317
5l70_A,408,0.00612828085000019,0.005405908450000026,0.005022875550000027,0.0048844098000000126,0.005987141650000204,0.005063831949999961,0.005081299899999977,0.0058488245000001575,0.004815139599999941,0.005676706750000141,0.0,-0.003064140424975435,-0.3287495696750008,-0.6629990834000259,-0.9351823058249946,0.0,0.32334366122499336,-0.0029935708250003797,-0.36576431835001555,-0.6398539376750048,0.0,0.6579762078499778,0.360700486400002,-0.00292441225000891,-0.24812698687501036,0.0,0.930297896024987,0.6347726377750023,0.24331184727499683,-0.00283835337499731
5ll9_A,409,0.00626756200000013,0.005436844700000063,0.004957823200000064,0.004756753650000135,0.006064369150000163,0.004801019150000123,0.00486847160000012,0.006031249350000163,0.004717897500000156,0.0059482491500001695,0.0,-0.0031337810000034677,-0.36389896037499747,-0.8459391492750115,-1.033860733224995,0.0,0.3584621156750047,-0.003032184575002966,-0.45576189357497876,-0.6494498303249776,0.0,0.8409813260749851,0.45096087442498994,-0.003015624675002864,-0.21953280832500743,0.0,1.0291039795750068,0.644581358725015,0.2148149108249772,-0.0029741245750252872
5lle_A,410,0.006141880100000184,0.005401941950000097,0.004994560900000019,0.004672298999999958,0.005859341900000162,0.005203917550000034,0.004872765299999984,0.0057104022500001385,0.005027887700000035,0.005643082900000113,0.0,-0.0030709400500000834,0.08191654594998873,-0.4220437412750054,-0.4153924517500049,0.0,-0.08731848789999709,-0.0029296709499964245,-0.511290296974995,-0.48795452494999775,0.0,0.4170491803750036,0.5060863794249894,-0.0028552011250000623,-0.05840763470001475,0.0,0.4107201527499872,0.48308175964999844,0.05337974699999959,-0.0028215414499991034
5llg_A,411,0.006111193250000194,0.005012836500000003,0.005009915799999983,0.004769594149999944,0.005922865000000186,0.004866160500000009,0.004681388649999968,0.00564836730000013,0.0051278033500000665,0.0056261887500001165,0.0,-0.0030555966249935984,0.02641718740000675,-0.6366387098000142,-0.6732770624250074,0.0,-0.031430023899999986,-0.0029614324999907384,-0.6919387588500238,-0.7314165815250062,0.0,0.6316287939999773,0.6870725983499874,-0.002824183649995994,-0.12094917412499269,0.0,0.6685074682749852,0.726735192874994,0.11582137077500512,-0.0028130943749981817
5lln_A,412,0.006399441100000217,0.004863223999999997,0.004670370949999992,0.004709951899999965,0.00599550735000017,0.004810462500000089,0.004710420999999991,0.005821326750000167,0.004816246750000016,0.005664536750000137,0.0,-0.003199720550010681,-1.1742005678249983,-1.2594730699749836,-1.3484003579750017,0.0,1.1693373438249997,-0.0029977536749989605,-0.1452521787249929,-0.3164581506750061,0.0,1.2548026990249945,0.14044171622499702,-0.002910663375002121,-0.2372285241249967,0.0,1.3436904060749915,0.3117477296750114,0.23241227737498252,-0.002832268374998128
5llo_A,413,0.00638106505000016,0.005471709000000053,0.0050961348000001065,0.004698763350000099,0.00617109100000012,0.0047839686000001195,0.004916016750000046,0.006029949400000182,0.004653346950000124,0.00582739655000015,0.0,-0.0031905325250224208,-0.6622440128499982,-1.0147843951999875,-1.477208676324988,0.0,0.6567723038499979,-0.0030855455000000248,-0.3365473363500051,-0.8640428744749828,0.0,1.0096882603999928,0.3317633677499718,-0.003014974700009809,-0.5318496519750067,0.0,1.4725099129750185,0.8591268577249895,0.5271963050250176,-0.002913698275001548
5llp_A,414,0.0062307482000001435,0.005356954250000099,0.004915445250000085,0.004945866850000123,0.00611141340000016,0.004846896500000076,0.004857395300000126,0.006039896750000159,0.004688422850000088,0.005807457300000145,0.0,-0.003115374100002341,-0.30207338684999097,-0.7492606985749974,-0.8408869485999948,0.0,0.296716432599999,-0.0030557067000051086,-0.41470854672498797,-0.510936773300004,0.0,0.7443452533250065,0.4098616502250053,-0.0030199483749934995,-0.1359397047999905,0.0,0.8359410817500158,0.5060793779999913,0.13125128194999627,-0.002903728649996429
5lmd_A,415,0.006270139500000192,0.005387320299999979,0.004980469400000028,0.004821363349999985,0.00600491785000019,0.005026508349999977,0.004961875850000015,0.005713439900000173,0.005003636500000103,0.005616597750000127,0.0,-0.003135069750008126,-0.3527928872249923,-0.8389061944999885,-0.8579238137250033,0.0,0.34740556692500996,-0.0030024589249937547,-0.5436601334000065,-0.6185245136750082,0.0,0.83392572509999,0.5386336250500113,-0.0028567199499866833,-0.14255671497498099,0.0,0.8531024503749907,0.6135626378250079,0.1375530784749973,-0.0028082988750074062
5m78_A,416,0.006130532250000191,0.005419286350000044,0.00495476085000002,0.00477687739999998,0.005968147150000174,0.0048763318999999064,0.004801446149999925,0.005696247700000146,0.00478824735000002,0.0056360177500001446,0.0,-0.003065266124997446,-0.09937678252497914,-0.7509639581500002,-0.9095478911749868,0.0,0.09395749617499105,-0.002984073574993448,-0.6626030886999993,-0.8369740596749937,0.0,0.746009197299984,0.6577267567999989,-0.0028481238500044893,-0.26160077522500447,0.0,0.904771013774993,0.8321726135250006,0.2568125278749976,-0.002818008875003646
5msa_A,417,0.006407483100000141,0.005509996350000051,0.005013795600000062,0.00460707735000014,0.006085851450000148,0.004948224300000044,0.00479737365000006,0.006020670050000169,0.004878391400000102,0.00586178235000018,0.0,-0.0032037415499686916,-0.6303182075749763,-1.0111497128250033,-1.2095797697249921,0.0,0.6248082112249929,-0.0030429257250177352,-0.4033529510750113,-0.6219765306250005,0.0,1.0061359172249995,0.39840472677500766,-0.0030103350250032,-0.21470111722499416,0.0,1.2049726923750241,0.6171791569749832,0.209822725825012,-0.0029308911750002197
5msb_A,418,0.006466030650000163,0.005383981650000054,0.005163912450000092,0.004598388300000105,0.006102717400000165,0.005014577450000077,0.004857635500000053,0.005989797150000167,0.004826063400000095,0.005844368950000172,0.0,-0.0032330153250150727,-0.894100739400007,-1.1156831616750036,-1.3609206058250019,0.0,0.8887167577500162,-0.003051358699988537,-0.24248573267499576,-0.5455798434249917,0.0,1.1105192492250218,0.2374711552249809,-0.002994898574982544,-0.299967523725,0.0,1.3563222175250096,0.5407222079250035,0.2951414603250136,-0.0029221844749957016
5nxg_A,419,0.006659090600000197,0.005732596000000164,0.004809489199999978,0.004852747749999983,0.0060104375500001925,0.004812507899999934,0.004924728149999943,0.005655827050000112,0.004945789500000001,0.005556878000000103,0.0,-0.003329545300001825,0.10628306512499036,-0.8251001433250001,-0.8700055615500053,0.0,-0.11201566112499292,-0.0030052187749949055,-0.9173445547250041,-0.9672684061500031,0.0,0.8202906541250118,0.9125320468250036,-0.0028279135249988535,-0.024536684350005653,0.0,0.865152813800001,0.9623436780000061,0.01959089484999539,-0.0027784390000078186
5nxi_A,420,0.006234973650000179,0.005196229799999959,0.005061849600000004,0.005004461749999998,0.005989440400000185,0.004978058199999952,0.005003534249999953,0.005665269050000161,0.005280174400000084,0.005589061250000129,0.0,-0.0031174868250005406,-0.03170795144999077,-0.7623058958749906,-0.8444655750249909,0.0,0.026511721649989117,-0.002994720200003286,-0.7531563237250041,-0.8116779356749937,0.0,0.7572440462750054,0.7481782655249948,-0.0028326345250094236,-0.10069386117500184,0.0,0.8394611132750096,0.8066744014250018,0.09541368677501458,-0.002794530624996574
5nxo_A,421,0.006125732100000179,0.005348332200000023,0.005120984249999989,0.004890140549999964,0.005838781300000165,0.005173020349999968,0.00505422344999998,0.005787924900000173,0.005077494300000016,0.005655955100000163,0.0,-0.0030628660500060224,-0.04220817515000667,-0.7590753725000052,-0.7802474255500215,0.0,0.03685984295000097,-0.002919390649991503,-0.686578775300015,-0.7688955726000023,0.0,0.7539543882499928,0.6814057549499891,-0.0028939624499884804,-0.09971451425000864,0.0,0.7753572850000021,0.76384134915001,0.09463701995001066,-0.002827977549989546
5nxp_A,422,0.0064564884500002305,0.005273305549999984,0.004969378600000004,0.004938364549999931,0.0057859819000001525,0.0049771873000000275,0.004998253150000023,0.005645932900000133,0.005032890149999994,0.005620753150000113,0.0,-0.003228244224992559,-0.08936324794999662,-0.6592146986000218,-0.7443550944250104,0.0,0.0840899423999946,-0.002892990949986238,-0.5879767260500082,-0.6785825379249891,0.0,0.6542453200000059,0.5829995387499963,-0.002822966450009684,-0.10973090082500517,0.0,0.7394167298749817,0.6735842847749918,0.10469801067500135,-0.0028103765749894756
5nxv_A,423,0.006671305950000198,0.005275657699999983,0.005075348500000002,0.00495799939999996,0.005802487800000139,0.005075285650000036,0.005006642349999965,0.005650244450000166,0.005197961750000068,0.0056208611500001265,0.0,-0.003335652974988535,-0.09928676990000795,-0.6258667757249894,-0.7848747313250201,0.0,0.09401111220000356,-0.0029012438999988068,-0.555265900525017,-0.7291291983250016,0.0,0.620791427225014,0.5501906148750043,-0.0028251222249845594,-0.22279586492498957,0.0,0.7799167319250061,0.7241225559750056,0.21759790317499234,-0.002810430575006154
5nxw_A,424,0.006288983750000179,0.005243108699999958,0.005064376599999999,0.0049300277499999745,0.005959044150000175,0.0050280733999999465,0.004954614149999965,0.00566352695000015,0.005196939800000081,0.005646014700000152,0.0,-0.0031444918750047953,-0.04364414682500048,-0.7141645893749979,-0.7572958069999977,0.0,0.03840103812499393,-0.0029795220750048032,-0.6703663889749943,-0.7331240822500037,0.0,0.7091002127750003,0.6653383155749981,-0.002831763474995003,-0.135442182549999,0.0,0.7523657792499998,0.7281694680999893,0.13024524274998428,-0.0028230073500080176
5ny1_A,425,0.006374080500000138,0.00534978504999999,0.005093447999999982,0.004977300649999984,0.0058472472500001454,0.005102553599999964,0.00511164124999999,0.0056662334000001325,0.005270623950000045,0.005604862850000134,0.0,-0.0031870402500383172,-0.1545935306750336,-0.7355499911500287,-0.7578879698750141,0.0,0.1492437456249924,-0.00292362362501841,-0.6131899644500145,-0.652362228075023,0.0,0.7304565431499995,0.6080874108499993,-0.002833116700007074,-0.07651765107498988,0.0,0.7529106692249943,0.6472505868249927,0.07124702712500007,-0.00280243142499501
5ny3_A,426,0.006304327450000148,0.005280367650000023,0.0050721792499999925,0.004952330849999963,0.005888769850000165,0.0048897257499999755,0.00494129945000002,0.005668524600000147,0.005142526000000024,0.0056427197500001445,0.0,-0.0031521637250204225,-0.13057803677500154,-0.6989941387500118,-0.7060145939750037,0.0,0.12529766912500548,-0.0029443849249977633,-0.5870414859999956,-0.6256322115750108,0.0,0.6939219595000081,0.5821517602499857,-0.002834262299995313,-0.07408938932500803,0.0,0.7010622631250009,0.6206909121249868,0.06894686332500873,-0.0028213598749993996
5ny6_A,427,0.006130368850000169,0.005269774549999942,0.004982623500000035,0.004913267450000007,0.005809032700000148,0.004975318650000018,0.005036839100000084,0.005654998400000148,0.0048429141500000335,0.005597169500000123,0.0,-0.003065184425032071,-0.19197219655002146,-0.4249930176500032,-0.5840247654500166,0.0,0.18670242199999776,-0.0029045163499893502,-0.2621027251999978,-0.46109563444999474,0.0,0.42001039415001457,0.2571274065500045,-0.002827499199996987,-0.24098785254999955,0.0,0.5791114979999977,0.45605879535000743,0.23614493840000425,-0.0027985847499926923
5nya_A,428,0.006436421350000202,0.0052578801999999345,0.005111583399999998,0.005019856049999989,0.005815748000000155,0.004997046499999918,0.0049740361499999025,0.005663141650000143,0.00519544255000003,0.00561527260000013,0.0,-0.003218210674991345,-0.1007921618999937,-0.7375909921750011,-0.7845457109999967,0.0,0.09553428170000246,-0.0029078740000038155,-0.6580974775750057,-0.6862164820999938,0.0,0.7324794087750041,0.6531004310750027,-0.0028315708250058126,-0.12272525190000946,0.0,0.7795258549499977,0.681242445949998,0.11752980935000712,-0.0028076363000029293
5o95_A,429,0.009287302400000162,0.004459763900000092,0.0044333109500000875,0.0034279864000000162,0.006373325400000174,0.004963325850000081,0.00395090910000002,0.005574167050000094,0.004355695500000032,0.005518254500000107,0.0,-0.004643651200020044,-2.6688218036499953,-2.8798455706750246,-2.622773438850008,0.0,2.6643620397500043,-0.003186662700000676,-0.19124254402499555,-0.2870924617000031,0.0,2.8754122597250027,0.1862792181750215,-0.002787083524974527,-0.10876672399997496,0.0,2.619345452449995,0.28314155260000007,0.10441102850000093,-0.0027591272499900843
5o96_A,430,0.007149272700000209,0.004629229850000034,0.004650180600000048,0.004457750850000038,0.005673218000000089,0.004524858450000046,0.004202743999999996,0.005635782150000121,0.004283531200000015,0.0054518195000000744,0.0,-0.0035746363500224945,-1.1855917785499896,-1.2245138848249855,-1.1028092716000109,0.0,1.1809625486999935,-0.002836609000003612,-0.08827821477500065,-0.013668063849991937,0.0,1.219863704225002,0.0837533563250009,-0.00281789107499698,0.06406872815000234,0.0,1.0983515207500016,0.009465319849983458,-0.06835225935001511,-0.002725909750005742
5oql_e,431,0.005896036800000173,0.005131454150000166,0.0046035291500000994,0.004573853250000049,0.005736699850000149,0.004576485550000129,0.004600052250000062,0.005655093950000149,0.004560413450000121,0.005471217900000162,0.0,-0.002948018400012914,-0.45055705677498703,-1.3170295753750132,-1.509781180950007,0.0,0.4454256026249894,-0.0028683499250107413,-0.8979172462250009,-1.0967496431999983,0.0,1.3124260462249941,0.8933407606750055,-0.0028275469750164346,-0.1134419996500047,0.0,1.505207327699999,1.092149590949993,0.10888158620000095,-0.002735608949998351
5sz0_A,432,0.006231335800000192,0.005399776400000021,0.005089721850000005,0.005010857250000053,0.005871840650000173,0.00512031819999995,0.005069849699999968,0.005675551900000156,0.005211789100000072,0.005629353400000146,0.0,-0.003115667900002326,-0.004290924224992688,-0.6657478726499917,-0.6215296652999966,0.0,-0.00110885217500753,-0.002935920325012275,-0.6875710558000115,-0.6303582291500054,0.0,0.6606581507999814,0.6824507375999933,-0.002837775950007157,-0.0008790170500001479,0.0,0.6165188080500016,0.6252883794500094,-0.00433277205000504,-0.0028146766999910923
5sz1_A,433,0.006068350950000213,0.00538074615000002,0.0051551069000000055,0.005023180300000044,0.005898324700000184,0.005099030999999944,0.005023006099999995,0.005677376350000158,0.005147837200000012,0.005615972350000116,0.0,-0.003034175474996238,-0.07122711835000187,-0.5711693670749997,-0.7581573568749993,0.0,0.06584637220001183,-0.0029491623499848033,-0.5165045600250036,-0.6980676481249968,0.0,0.566014260174995,0.511405529025005,-0.0028386881749849447,-0.2401646402249915,0.0,0.7531341765750121,0.6930446420250094,0.23501680302499764,-0.0028079861750006318
5sz2_A,434,0.00600282285000016,0.005366298750000003,0.005177014549999974,0.004968271350000039,0.005900963850000144,0.005253600199999977,0.0049106269,0.005683353750000131,0.004923708749999992,0.0055817196000001075,0.0,-0.0030014114250166784,0.07190564082499132,-0.3646160182749957,-0.8274728778999882,0.0,-0.07727193957499388,-0.0029504819250158643,-0.41586107587501164,-0.8772647893000008,0.0,0.35943900372501847,0.41060747567501527,-0.0028416768749971485,-0.5214385028499923,0.0,0.8225046065500053,0.872354162400002,0.5165147941000084,-0.002790859800007732
5sz3_A,435,0.006087377250000175,0.005561044100000183,0.005059111649999977,0.004824929499999988,0.005940399550000192,0.0050791279,0.004827816749999973,0.005682434400000161,0.005149800250000116,0.0056275089000001385,0.0,-0.0030436886250029558,0.11692016187500336,-0.6209581111500077,-0.5579941168499966,0.0,-0.12248120597499046,-0.0029701997750006637,-0.7060586209999901,-0.6387396309999976,0.0,0.615898999499997,0.7009794931000098,-0.0028412171999944863,-0.01660000199998896,0.0,0.553169187350005,0.6339118142500146,0.01145020175000497,-0.0028137544500026345
5sz4_A,436,0.0063082073500001995,0.0054759465500000505,0.005112039499999962,0.004868912200000006,0.005938232300000169,0.005137818749999961,0.0048148987499999785,0.005688964000000132,0.00503759400000001,0.005634253300000126,0.0,-0.0031541036749960106,-0.02973013960000812,-0.5724176111499824,-0.7776374974499984,0.0,0.024254193049997406,-0.0029691161500172,-0.6182009646000003,-0.805203658949989,0.0,0.5673055716499795,0.6130631458499893,-0.0028444820000026304,-0.286926752649999,0.0,0.7727685852499994,0.8003887602000057,0.2818891586499946,-0.002817126649998514
5sz5_A,437,0.006311600700000233,0.005374332650000013,0.005160378300000055,0.005030115399999978,0.005930435100000173,0.005033341799999973,0.005086998000000038,0.005675285800000165,0.00512057635000002,0.005617100450000131,0.0,-0.0031558003500150845,-0.22476221600001248,-0.6290756190000164,-0.7688733810750004,0.0,0.21938788335000953,-0.0029652175499930056,-0.4552908142000045,-0.5952478932250048,0.0,0.6239152406999908,0.45025747239998953,-0.002837642900004598,-0.20172403262500466,0.0,0.7638432656749781,0.5901608952249854,0.19660345627499742,-0.002808550225010357
5sz7_A,438,0.006230642900000192,0.005266024449999963,0.005154648300000036,0.004976338550000072,0.0059214008000001445,0.005114650199999958,0.005029370699999983,0.005680387800000146,0.005067027000000001,0.0056232208000001034,0.0,-0.003115321450017842,-0.12187986565001488,-0.4714350013499938,-0.6308838814499833,0.0,0.11661384120000813,-0.0029607003999984603,-0.38794698140001266,-0.5571245103499959,0.0,0.46628035305000687,0.38283233119999355,-0.0028401939000055215,-0.2220452777000116,0.0,0.6259075428999967,0.5520951396499936,0.21697825070000934,-0.002811610400002854
5t71_A,439,0.006197468100000179,0.0054370761000000056,0.004727299549999951,0.00493186684999998,0.005890109400000159,0.004801281499999981,0.004999553999999941,0.00567740395000015,0.004759728949999989,0.005604928200000117,0.0,-0.0030987340499909095,-0.2749677446999943,-0.710255798175008,-0.7303814219500145,0.0,0.26953066859999564,-0.0029450546999848152,-0.5045006180249914,-0.566625140899994,0.0,0.7055284986249977,0.4996993365249959,-0.0028387019750089606,-0.09439821420000555,0.0,0.72544955509999,0.561625586899995,0.08963848524998677,-0.002802464099997838
5t75_A,440,0.006169941500000159,0.005365847299999997,0.0048248628999999705,0.00487123795,0.0058747971500001704,0.0048553191499998965,0.005013452099999948,0.005679373050000158,0.004870584350000018,0.005575276050000129,0.0,-0.0030849707499863745,-0.21160162012499734,-0.6814984218250034,-0.7242793350250062,0.0,0.20623577282498545,-0.0029373985750154254,-0.5249951481750078,-0.5895076842749951,0.0,0.6766735589250169,0.5201398290250024,-0.0028396865250102537,-0.11265576612500584,0.0,0.7194080970749959,0.5844942321749967,0.1077851817749957,-0.002787638025002937
5t8s_A,441,0.006075032350000138,0.005859639150000083,0.005082216050000012,0.004773710850000006,0.005949717050000169,0.005029113150000024,0.004720607949999997,0.005639786550000074,0.004607847799999996,0.005561360150000054,0.0,-0.003037516174990484,-0.21158848497499197,-1.5490214205749977,-1.7935769099750032,0.0,0.20572884582499545,-0.0029748585249984795,-1.3947162277249967,-1.6594956383249917,0.0,1.5439392045250033,1.389687114574997,-0.0028198932750066303,-0.40023592792500307,0.0,1.7888031991250049,1.6547750303750042,0.3956280801250064,-0.002780680074998699
5t8t_A,442,0.0061463718000001185,0.0037712892000000293,0.004349397749999987,0.004221371599999985,0.00584656380000016,0.0033802968500000856,0.0029511339000000063,0.0055989304000000776,0.0035354462500000188,0.005521726900000054,0.0,-0.003073185900003107,-1.1942505490499984,-1.6037013468499999,-1.8490662371500053,0.0,1.1904792598499905,-0.0029232818999912714,-0.545908404799993,-0.8000360919999984,0.0,1.5993519490999828,0.5425281079499741,-0.0027994652000123982,-0.43356414669998833,0.0,1.8448448655500091,0.7970849580999986,0.4300287004500042,-0.0027608634499919813
5tfx_A,443,0.006145722600000184,0.005312799300000019,0.004679493549999946,0.004917082500000069,0.006052371300000187,0.00470989219999996,0.004969649350000017,0.005664378200000168,0.004631381349999943,0.005648048750000171,0.0,-0.0030728612999859155,-0.07295650899998596,-0.6037402314999897,-0.7356223013249825,0.0,0.06764370970000322,-0.003026185649991691,-0.5938297364999936,-0.6958924137749986,0.0,0.5990607379500023,0.5891198443000066,-0.002832189100004329,-0.10229413827501391,0.0,0.730705218824991,0.6909227644249871,0.09766275692501886,-0.0028240243749961067
